job_id,job_title,job_category,years_of_experience,education_required,annual_salary_usd,city,country,company_size,industry,ai_salary_premium_pct,salary level,salary_tier,,,,,
AIJOB1141,Nlp Engineer,Ai Engineering,3,phd,258000,SEATTLE,USA,mid-size(6-5000),Retail,6,senior,$200-300k,,,,,
AIJOB1142,Senior Ml Engineer,Ai Engineering,8,associate's,253000,DUBAI,UAE,enterprise(1-5000),Research,17,senior,$200-300k,,,,,
AIJOB1143,Ai Research Scientist,Research,8,associate's,128000,AMSTERDAM,NETHERLANDS,startup(1-50),Automotive,12,mid,$100-150k,,,,,
AIJOB1144,Multimodal Ai Engineer,Ai Engineering,9,associate's,178000,SEATTLE,USA,mid-size(1-5000),Manufacturing,14,upper-mid,$150-200k,,,,,
AIJOB1145,Senior Data Scientist,Data Science,12,master's,201000,LONDON,UK,sme(9-500),Automotive,9,senior,$200-300k,,,,,
AIJOB1146,Ai Product Manager,Product,8,bachelor's,299000,BERLIN,GERMANY,big tech(1),Government,11,senior,$200-300k,,,,,
AIJOB1147,Robotics Engineer (Ai,Robotics,4,master's,125000,BEIJING,CHINA,startup(1-50),Media,16,mid,$100-150k,,,,,
AIJOB1148,Ai Security Engineer,Security,3,bootcamp/self-taught,239000,BERLIN,GERMANY,big tech(1),Automotive,15,senior,$200-300k,,,,,
AIJOB1149,Ai Engineer,Ai Engineering,7,master's,100000,TORONTO,CANADA,startup(1-50),Technology,12,entry,$100k,,,,,
AIJOB1150,Ml Engineer,Ai Engineering,5,master's,242000,ZURICH,SWITZERLAND,big tech(1),Consulting,17,senior,$200-300k,,,,,
AIJOB1151,Ai Ethics Officer,Governance,7,associate's,184000,TORONTO,CANADA,enterprise(9-5000),Education,9,upper-mid,$150-200k,,,,,
AIJOB1152,Data Scientist,Data Science,8,bachelor's,159000,TORONTO,CANADA,mid-size(5-5000),Research,5,upper-mid,$150-200k,,,,,
AIJOB1153,Senior Ml Engineer,Ai Engineering,6,bootcamp/self-taught,195000,PARIS,FRANCE,startup(1-50),Finance,16,upper-mid,$150-200k,,,,,
AIJOB1154,Ml Engineer,Ai Engineering,3,associate's,120000,BANGALORE,INDIA,enterprise(1-5000),Retail,13,mid,$100-150k,,,,,
AIJOB1155,Ai Compliance Manager,Governance,6,bachelor's,139000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Media,17,mid,$100-150k,,,,,
AIJOB1156,Ai Research Scientist,Research,10,master's,115000,BEIJING,CHINA,sme(1-500),Media,15,mid,$100-150k,,,,,
AIJOB1157,Ai Research Scientist,Research,9,phd,186000,PARIS,FRANCE,startup(1-50),Retail,17,upper-mid,$150-200k,,,,,
AIJOB1158,Generative Ai Engineer,Ai Engineering,5,bachelor's,150000,BANGALORE,INDIA,mid-size(1-5000),Technology,17,mid,$100-150k,,,,,
AIJOB1159,Senior Ml Engineer,Ai Engineering,12,phd,191000,PARIS,FRANCE,startup(1-50),Research,14,upper-mid,$150-200k,,,,,
AIJOB1160,Ai Agent Developer,Ai Engineering,7,master's,155000,LONDON,UK,sme(1-500),Automotive,13,upper-mid,$150-200k,,,,,
AIJOB1161,Prompt Engineer,Ai Engineering,2,phd,159000,SEATTLE,USA,startup(5-50),Finance,5,upper-mid,$150-200k,,,,,
AIJOB1162,Ai Ethics Officer,Governance,11,bachelor's,131000,SINGAPORE,SINGAPORE,big tech(1),Retail,10,mid,$100-150k,,,,,
AIJOB1163,Llm Engineer,Ai Engineering,5,master's,301000,SINGAPORE,SINGAPORE,enterprise(4-5000),Healthcare,4,elite,$300k,,,,,
AIJOB1164,Llm Engineer,Ai Engineering,7,associate's,160000,BEIJING,CHINA,mid-size(5-5000),Energy,5,upper-mid,$150-200k,,,,,
AIJOB1165,Ai Engineer,Ai Engineering,3,bachelor's,200000,CHICAGO,USA,mid-size(1-5000),Media,10,upper-mid,$150-200k,,,,,
AIJOB1166,Senior Ml Engineer,Ai Engineering,6,bootcamp/self-taught,213000,BERLIN,GERMANY,mid-size(1-5000),Finance,15,senior,$200-300k,,,,,
AIJOB1167,Deep Learning Engineer,Ai Engineering,8,phd,153000,SEATTLE,USA,sme(7-500),Automotive,7,upper-mid,$150-200k,,,,,
AIJOB1168,Robotics Engineer (Ai,Robotics,4,phd,130000,REMOTE,GLOBAL,sme(1-500),Healthcare,18,mid,$100-150k,,,,,
AIJOB1169,Data Scientist,Data Science,4,associate's,234000,NEW YORK,USA,big tech(8),Government,8,senior,$200-300k,,,,,
AIJOB1170,Ai Research Scientist,Research,7,bachelor's,220000,LOS ANGELES,USA,startup(1-50),Consulting,16,senior,$200-300k,,,,,
AIJOB1171,Ai Engineer,Ai Engineering,2,bachelor's,195000,SYDNEY,AUSTRALIA,enterprise(1-5000),Automotive,13,upper-mid,$150-200k,,,,,
AIJOB1172,Ai Product Manager,Product,4,master's,226000,LONDON,UK,big tech(9),Technology,9,senior,$200-300k,,,,,
AIJOB1173,Data Scientist,Data Science,5,phd,164000,LOS ANGELES,USA,sme(5-500),Government,5,upper-mid,$150-200k,,,,,
AIJOB1174,Rag Engineer,Ai Engineering,6,master's,156000,ZURICH,SWITZERLAND,enterprise(6-5000),Education,6,upper-mid,$150-200k,,,,,
AIJOB1175,Robotics Engineer (Ai,Robotics,4,master's,212000,SINGAPORE,SINGAPORE,sme(1-500),Retail,17,senior,$200-300k,,,,,
AIJOB1176,Ai Security Engineer,Security,7,bootcamp/self-taught,312000,NEW YORK,USA,big tech(1),Education,18,elite,$300k,,,,,
AIJOB1177,Nlp Engineer,Ai Engineering,8,master's,255000,TORONTO,CANADA,sme(6-500),Retail,6,senior,$200-300k,,,,,
AIJOB1178,Deep Learning Engineer,Ai Engineering,7,phd,184000,TOKYO,JAPAN,sme(5-500),Research,5,upper-mid,$150-200k,,,,,
AIJOB1179,Multimodal Ai Engineer,Ai Engineering,8,phd,259000,SEATTLE,USA,enterprise(1-5000),Automotive,16,senior,$200-300k,,,,,
AIJOB1180,Ai Compliance Manager,Governance,10,associate's,177000,SAN FRANCISCO,USA,startup(1-50),Finance,12,upper-mid,$150-200k,,,,,
AIJOB1181,Llm Engineer,Ai Engineering,8,master's,296000,CHICAGO,USA,mid-size(4-5000),Energy,4,senior,$200-300k,,,,,
AIJOB1182,Ai Engineer,Ai Engineering,2,associate's,223000,LOS ANGELES,USA,enterprise(1-5000),Energy,18,senior,$200-300k,,,,,
AIJOB1183,Ai Product Manager,Product,7,bachelor's,142000,LONDON,UK,big tech(1),Government,11,mid,$100-150k,,,,,
AIJOB1184,Deep Learning Engineer,Ai Engineering,9,phd,196000,LONDON,UK,sme(5-500),Media,5,upper-mid,$150-200k,,,,,
AIJOB1185,Rag Engineer,Ai Engineering,2,phd,181000,LOS ANGELES,USA,startup(8-50),Technology,8,upper-mid,$150-200k,,,,,
AIJOB1186,Robotics Engineer (Ai,Robotics,3,bootcamp/self-taught,125000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Healthcare,17,mid,$100-150k,,,,,
AIJOB1187,Mlops Engineer,Ml Operations,4,bachelor's,130000,TOKYO,JAPAN,mid-size(1-5000),Automotive,12,mid,$100-150k,,,,,
AIJOB1188,Senior Ml Engineer,Ai Engineering,6,master's,227000,REMOTE,GLOBAL,startup(9-50),Media,9,senior,$200-300k,,,,,
AIJOB1189,Mlops Engineer,Ml Operations,7,bachelor's,208000,TORONTO,CANADA,sme(9-500),Government,9,senior,$200-300k,,,,,
AIJOB1190,Ai Ethics Officer,Governance,8,bootcamp/self-taught,110000,PARIS,FRANCE,big tech(9),Finance,9,mid,$100-150k,,,,,
AIJOB1191,Prompt Engineer,Ai Engineering,3,bootcamp/self-taught,104000,CHICAGO,USA,enterprise(5-5000),Healthcare,5,mid,$100-150k,,,,,
AIJOB1192,Robotics Engineer (Ai,Robotics,8,associate's,125000,BEIJING,CHINA,big tech(1),Finance,14,mid,$100-150k,,,,,
AIJOB1193,Llm Engineer,Ai Engineering,3,associate's,243000,LOS ANGELES,USA,mid-size(6-5000),Consulting,6,senior,$200-300k,,,,,
AIJOB1194,Ml Engineer,Ai Engineering,3,bachelor's,279000,SEATTLE,USA,mid-size(1-5000),Technology,18,senior,$200-300k,,,,,
AIJOB1195,Ai Compliance Manager,Governance,10,associate's,130000,BOSTON,USA,enterprise(1-5000),Consulting,10,mid,$100-150k,,,,,
AIJOB1196,Ai Engineer,Ai Engineering,6,phd,237000,TOKYO,JAPAN,mid-size(1-5000),Finance,16,senior,$200-300k,,,,,
AIJOB1197,Data Scientist,Data Science,8,bachelor's,203000,BOSTON,USA,sme(8-500),Government,8,senior,$200-300k,,,,,
AIJOB1198,Rag Engineer,Ai Engineering,6,bachelor's,221000,ZURICH,SWITZERLAND,big tech(8),Retail,8,senior,$200-300k,,,,,
AIJOB1199,Ai Compliance Manager,Governance,9,phd,149000,DUBAI,UAE,startup(1-50),Consulting,14,mid,$100-150k,,,,,
AIJOB1200,Ai Ethics Officer,Governance,5,bootcamp/self-taught,110000,TOKYO,JAPAN,startup(1-50),Energy,11,mid,$100-150k,,,,,
AIJOB1201,Data Engineer (Ai,Data Engineering,4,bachelor's,130000,BANGALORE,INDIA,big tech(1),Manufacturing,13,mid,$100-150k,,,,,
AIJOB1202,Ml Engineer,Ai Engineering,10,bootcamp/self-taught,200000,SYDNEY,AUSTRALIA,mid-size(1-5000),Government,10,upper-mid,$150-200k,,,,,
AIJOB1203,Ml Engineer,Ai Engineering,6,bachelor's,185000,AUSTIN,USA,mid-size(1-5000),Education,10,upper-mid,$150-200k,,,,,
AIJOB1204,Ai Research Scientist,Research,12,master's,167000,LONDON,UK,sme(1-500),Finance,11,upper-mid,$150-200k,,,,,
AIJOB1205,Ai Product Manager,Product,7,associate's,196000,TORONTO,CANADA,enterprise(9-5000),Healthcare,9,upper-mid,$150-200k,,,,,
AIJOB1206,Ai Product Manager,Product,10,master's,140000,BEIJING,CHINA,mid-size(1-5000),Retail,16,mid,$100-150k,,,,,
AIJOB1207,Rag Engineer,Ai Engineering,4,master's,145000,BEIJING,CHINA,startup(8-50),Education,8,mid,$100-150k,,,,,
AIJOB1208,Llm Engineer,Ai Engineering,8,bootcamp/self-taught,232000,SYDNEY,AUSTRALIA,big tech(7),Finance,7,senior,$200-300k,,,,,
AIJOB1209,Ai Engineer,Ai Engineering,6,bootcamp/self-taught,100000,CHICAGO,USA,sme(1-500),Manufacturing,13,entry,$100k,,,,,
AIJOB1210,Ai Engineer,Ai Engineering,3,bootcamp/self-taught,213000,CHICAGO,USA,big tech(1),Media,12,senior,$200-300k,,,,,
AIJOB1211,Senior Data Scientist,Data Science,8,phd,188000,LONDON,UK,startup(5-50),Retail,5,upper-mid,$150-200k,,,,,
AIJOB1212,Data Scientist,Data Science,7,master's,138000,BEIJING,CHINA,mid-size(4-5000),Manufacturing,4,mid,$100-150k,,,,,
AIJOB1213,Ai Engineer,Ai Engineering,2,phd,100000,BANGALORE,INDIA,sme(1-500),Consulting,13,entry,$100k,,,,,
AIJOB1214,Ai Ethics Officer,Governance,7,master's,134000,AMSTERDAM,NETHERLANDS,sme(1-500),Government,13,mid,$100-150k,,,,,
AIJOB1215,Senior Ml Engineer,Ai Engineering,5,associate's,213000,SEATTLE,USA,mid-size(1-5000),Energy,10,senior,$200-300k,,,,,
AIJOB1216,Prompt Engineer,Ai Engineering,2,bootcamp/self-taught,233000,SINGAPORE,SINGAPORE,big tech(9),Manufacturing,9,senior,$200-300k,,,,,
AIJOB1217,Ai Engineer,Ai Engineering,3,bootcamp/self-taught,113000,SYDNEY,AUSTRALIA,mid-size(1-5000),Healthcare,11,mid,$100-150k,,,,,
AIJOB1218,Data Engineer (Ai,Data Engineering,5,associate's,172000,SYDNEY,AUSTRALIA,mid-size(1-5000),Retail,14,upper-mid,$150-200k,,,,,
AIJOB1219,Ai Agent Developer,Ai Engineering,6,bootcamp/self-taught,155000,AUSTIN,USA,mid-size(1-5000),Government,10,upper-mid,$150-200k,,,,,
AIJOB1220,Ai Solutions Architect,Architecture,7,phd,180000,BANGALORE,INDIA,sme(1-500),Healthcare,11,upper-mid,$150-200k,,,,,
AIJOB1221,Multimodal Ai Engineer,Ai Engineering,6,bootcamp/self-taught,343000,SAN FRANCISCO,USA,mid-size(1-5000),Technology,15,elite,$300k,,,,,
AIJOB1222,Senior Data Scientist,Data Science,9,master's,225000,LONDON,UK,sme(5-500),Automotive,5,senior,$200-300k,,,,,
AIJOB1223,Prompt Engineer,Ai Engineering,2,bachelor's,108000,LOS ANGELES,USA,startup(9-50),Retail,9,mid,$100-150k,,,,,
AIJOB1224,Multimodal Ai Engineer,Ai Engineering,8,associate's,160000,BANGALORE,INDIA,enterprise(1-5000),Consulting,14,upper-mid,$150-200k,,,,,
AIJOB1225,Ai Engineer,Ai Engineering,8,phd,222000,TOKYO,JAPAN,mid-size(1-5000),Finance,17,senior,$200-300k,,,,,
AIJOB1226,Senior Ml Engineer,Ai Engineering,10,bootcamp/self-taught,258000,BOSTON,USA,mid-size(9-5000),Retail,9,senior,$200-300k,,,,,
AIJOB1227,Ai Security Engineer,Security,4,phd,140000,TORONTO,CANADA,startup(8-50),Media,8,mid,$100-150k,,,,,
AIJOB1228,Llm Engineer,Ai Engineering,5,bootcamp/self-taught,160000,PARIS,FRANCE,enterprise(6-5000),Education,6,upper-mid,$150-200k,,,,,
AIJOB1229,Prompt Engineer,Ai Engineering,5,bootcamp/self-taught,172000,BOSTON,USA,startup(9-50),Technology,9,upper-mid,$150-200k,,,,,
AIJOB1230,Computer Vision Engineer,Ai Engineering,8,associate's,145000,SINGAPORE,SINGAPORE,big tech(8),Consulting,8,mid,$100-150k,,,,,
AIJOB1231,Data Scientist,Data Science,7,associate's,153000,ZURICH,SWITZERLAND,enterprise(7-5000),Technology,7,upper-mid,$150-200k,,,,,
AIJOB1232,Ai Compliance Manager,Governance,8,phd,140000,SYDNEY,AUSTRALIA,enterprise(1-5000),Automotive,13,mid,$100-150k,,,,,
AIJOB1233,Ai Ethics Officer,Governance,6,master's,212000,AUSTIN,USA,startup(9-50),Retail,9,senior,$200-300k,,,,,
AIJOB1234,Ai Engineer,Ai Engineering,3,bootcamp/self-taught,100000,BEIJING,CHINA,startup(1-50),Retail,13,entry,$100k,,,,,
AIJOB1235,Ai Ethics Officer,Governance,10,associate's,110000,ZURICH,SWITZERLAND,enterprise(1-5000),Manufacturing,12,mid,$100-150k,,,,,
AIJOB1236,Multimodal Ai Engineer,Ai Engineering,5,master's,241000,SYDNEY,AUSTRALIA,big tech(1),Healthcare,12,senior,$200-300k,,,,,
AIJOB1237,Ai Infrastructure Eng,Infrastructure,5,associate's,140000,CHICAGO,USA,sme(9-500),Consulting,9,mid,$100-150k,,,,,
AIJOB1238,Senior Ml Engineer,Ai Engineering,7,bachelor's,180000,TORONTO,CANADA,startup(1-50),Education,14,upper-mid,$150-200k,,,,,
AIJOB1239,Mlops Engineer,Ml Operations,3,phd,233000,DUBAI,UAE,big tech(1),Government,12,senior,$200-300k,,,,,
AIJOB1240,Deep Learning Engineer,Ai Engineering,5,bootcamp/self-taught,204000,SEATTLE,USA,enterprise(9-5000),Retail,9,senior,$200-300k,,,,,
AIJOB1241,Robotics Engineer (Ai,Robotics,9,phd,125000,SYDNEY,AUSTRALIA,startup(9-50),Healthcare,9,mid,$100-150k,,,,,
AIJOB1242,Ai Infrastructure Eng,Infrastructure,4,bootcamp/self-taught,230000,LOS ANGELES,USA,sme(1-500),Finance,13,senior,$200-300k,,,,,
AIJOB1243,Ml Engineer,Ai Engineering,7,phd,293000,CHICAGO,USA,big tech(1),Retail,14,senior,$200-300k,,,,,
AIJOB1244,Ai Research Scientist,Research,10,master's,115000,TOKYO,JAPAN,startup(1-50),Technology,17,mid,$100-150k,,,,,
AIJOB1245,Ml Engineer,Ai Engineering,9,master's,203000,SINGAPORE,SINGAPORE,big tech(1),Energy,16,senior,$200-300k,,,,,
AIJOB1246,Generative Ai Engineer,Ai Engineering,5,bootcamp/self-taught,150000,SINGAPORE,SINGAPORE,startup(1-50),Government,12,mid,$100-150k,,,,,
AIJOB1247,Generative Ai Engineer,Ai Engineering,3,bootcamp/self-taught,202000,SYDNEY,AUSTRALIA,sme(9-500),Education,9,senior,$200-300k,,,,,
AIJOB1248,Ai Agent Developer,Ai Engineering,6,bootcamp/self-taught,155000,BEIJING,CHINA,big tech(1),Education,12,upper-mid,$150-200k,,,,,
AIJOB1249,Robotics Engineer (Ai,Robotics,3,associate's,237000,LOS ANGELES,USA,big tech(1),Manufacturing,14,senior,$200-300k,,,,,
AIJOB1250,Llm Engineer,Ai Engineering,8,bachelor's,250000,SINGAPORE,SINGAPORE,startup(5-50),Research,5,senior,$200-300k,,,,,
AIJOB1251,Robotics Engineer (Ai,Robotics,3,bachelor's,265000,REMOTE,GLOBAL,mid-size(9-5000),Manufacturing,9,senior,$200-300k,,,,,
AIJOB1252,Ai Research Scientist,Research,6,associate's,115000,BANGALORE,INDIA,startup(1-50),Consulting,12,mid,$100-150k,,,,,
AIJOB1253,Deep Learning Engineer,Ai Engineering,9,master's,324000,SAN FRANCISCO,USA,sme(1-500),Research,10,elite,$300k,,,,,
AIJOB1254,Senior Ml Engineer,Ai Engineering,11,associate's,228000,BERLIN,GERMANY,mid-size(1-5000),Manufacturing,11,senior,$200-300k,,,,,
AIJOB1255,Robotics Engineer (Ai,Robotics,7,phd,155000,AMSTERDAM,NETHERLANDS,mid-size(1-5000),Education,18,upper-mid,$150-200k,,,,,
AIJOB1256,Multimodal Ai Engineer,Ai Engineering,7,associate's,239000,ZURICH,SWITZERLAND,enterprise(1-5000),Research,14,senior,$200-300k,,,,,
AIJOB1257,Mlops Engineer,Ml Operations,7,bachelor's,152000,TORONTO,CANADA,startup(1-50),Healthcare,16,upper-mid,$150-200k,,,,,
AIJOB1258,Nlp Engineer,Ai Engineering,8,phd,284000,REMOTE,GLOBAL,sme(1-500),Healthcare,10,senior,$200-300k,,,,,
AIJOB1259,Ai Agent Developer,Ai Engineering,6,bachelor's,348000,SAN FRANCISCO,USA,mid-size(1-5000),Healthcare,14,elite,$300k,,,,,
AIJOB1260,Ai Compliance Manager,Governance,4,master's,234000,REMOTE,GLOBAL,big tech(1),Retail,10,senior,$200-300k,,,,,
AIJOB1261,Robotics Engineer (Ai,Robotics,3,phd,154000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Finance,16,upper-mid,$150-200k,,,,,
AIJOB1262,Senior Ml Engineer,Ai Engineering,9,bachelor's,180000,BANGALORE,INDIA,sme(1-500),Education,17,upper-mid,$150-200k,,,,,
AIJOB1263,Data Scientist,Data Science,5,bootcamp/self-taught,148000,AUSTIN,USA,startup(7-50),Retail,7,mid,$100-150k,,,,,
AIJOB1264,Rag Engineer,Ai Engineering,5,bachelor's,256000,NEW YORK,USA,enterprise(8-5000),Retail,8,senior,$200-300k,,,,,
AIJOB1265,Multimodal Ai Engineer,Ai Engineering,9,bachelor's,207000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Media,17,senior,$200-300k,,,,,
AIJOB1266,Rag Engineer,Ai Engineering,7,phd,237000,LONDON,UK,enterprise(8-5000),Healthcare,8,senior,$200-300k,,,,,
AIJOB1267,Data Scientist,Data Science,3,phd,138000,TORONTO,CANADA,mid-size(9-5000),Energy,9,mid,$100-150k,,,,,
AIJOB1268,Multimodal Ai Engineer,Ai Engineering,3,bachelor's,160000,BANGALORE,INDIA,enterprise(1-5000),Manufacturing,17,upper-mid,$150-200k,,,,,
AIJOB1269,Senior Data Scientist,Data Science,7,associate's,157000,BEIJING,CHINA,startup(6-50),Automotive,6,upper-mid,$150-200k,,,,,
AIJOB1270,Ai Security Engineer,Security,8,bootcamp/self-taught,140000,ZURICH,SWITZERLAND,enterprise(1-5000),Technology,18,mid,$100-150k,,,,,
AIJOB1271,Nlp Engineer,Ai Engineering,7,master's,148000,TOKYO,JAPAN,enterprise(3-5000),Automotive,3,mid,$100-150k,,,,,
AIJOB1272,Prompt Engineer,Ai Engineering,2,bachelor's,160000,ZURICH,SWITZERLAND,mid-size(6-5000),Media,6,upper-mid,$150-200k,,,,,
AIJOB1273,Nlp Engineer,Ai Engineering,5,bachelor's,145000,BERLIN,GERMANY,enterprise(8-5000),Automotive,8,mid,$100-150k,,,,,
AIJOB1274,Llm Engineer,Ai Engineering,2,master's,249000,DUBAI,UAE,startup(8-50),Energy,8,senior,$200-300k,,,,,
AIJOB1275,Ai Research Scientist,Research,8,phd,142000,NEW YORK,USA,startup(1-50),Automotive,12,mid,$100-150k,,,,,
AIJOB1276,Ai Product Manager,Product,6,bootcamp/self-taught,144000,BOSTON,USA,sme(1-500),Retail,12,mid,$100-150k,,,,,
AIJOB1277,Data Scientist,Data Science,3,bootcamp/self-taught,138000,BEIJING,CHINA,sme(8-500),Healthcare,8,mid,$100-150k,,,,,
AIJOB1278,Data Engineer (Ai,Data Engineering,6,bootcamp/self-taught,130000,SINGAPORE,SINGAPORE,enterprise(1-5000),Retail,12,mid,$100-150k,,,,,
AIJOB1279,Ai Engineer,Ai Engineering,2,bootcamp/self-taught,100000,PARIS,FRANCE,startup(1-50),Media,14,entry,$100k,,,,,
AIJOB1280,Computer Vision Engineer,Ai Engineering,9,bootcamp/self-taught,176000,REMOTE,GLOBAL,startup(8-50),Media,8,upper-mid,$150-200k,,,,,
AIJOB1281,Senior Ml Engineer,Ai Engineering,6,master's,309000,SINGAPORE,SINGAPORE,big tech(9),Technology,9,elite,$300k,,,,,
AIJOB1282,Robotics Engineer (Ai,Robotics,10,associate's,125000,ZURICH,SWITZERLAND,sme(1-500),Finance,14,mid,$100-150k,,,,,
AIJOB1283,Ai Product Manager,Product,6,associate's,252000,ZURICH,SWITZERLAND,big tech(9),Finance,9,senior,$200-300k,,,,,
AIJOB1284,Data Engineer (Ai,Data Engineering,5,bachelor's,130000,DUBAI,UAE,startup(9-50),Government,9,mid,$100-150k,,,,,
AIJOB1285,Ai Solutions Architect,Architecture,15,bootcamp/self-taught,180000,CHICAGO,USA,enterprise(1-5000),Research,16,upper-mid,$150-200k,,,,,
AIJOB1286,Data Engineer (Ai,Data Engineering,7,bootcamp/self-taught,130000,LOS ANGELES,USA,sme(8-500),Manufacturing,8,mid,$100-150k,,,,,
AIJOB1287,Nlp Engineer,Ai Engineering,8,phd,267000,REMOTE,GLOBAL,sme(5-500),Healthcare,5,senior,$200-300k,,,,,
AIJOB1288,Ai Compliance Manager,Governance,5,phd,153000,TORONTO,CANADA,startup(1-50),Finance,18,upper-mid,$150-200k,,,,,
AIJOB1289,Robotics Engineer (Ai,Robotics,6,phd,175000,SYDNEY,AUSTRALIA,sme(1-500),Energy,17,upper-mid,$150-200k,,,,,
AIJOB1290,Ai Product Manager,Product,10,phd,140000,BEIJING,CHINA,startup(1-50),Education,16,mid,$100-150k,,,,,
AIJOB1291,Prompt Engineer,Ai Engineering,2,bachelor's,127000,SYDNEY,AUSTRALIA,big tech(5),Consulting,5,mid,$100-150k,,,,,
AIJOB1292,Ai Research Scientist,Research,7,associate's,115000,CHICAGO,USA,mid-size(9-5000),Retail,9,mid,$100-150k,,,,,
AIJOB1293,Ai Research Scientist,Research,4,master's,258000,PARIS,FRANCE,big tech(1),Retail,12,senior,$200-300k,,,,,
AIJOB1294,Prompt Engineer,Ai Engineering,5,phd,240000,SEATTLE,USA,mid-size(5-5000),Education,5,senior,$200-300k,,,,,
AIJOB1295,Multimodal Ai Engineer,Ai Engineering,8,bootcamp/self-taught,160000,BEIJING,CHINA,startup(1-50),Healthcare,14,upper-mid,$150-200k,,,,,
AIJOB1296,Llm Engineer,Ai Engineering,3,associate's,239000,SYDNEY,AUSTRALIA,enterprise(9-5000),Consulting,9,senior,$200-300k,,,,,
AIJOB1297,Mlops Engineer,Ml Operations,6,phd,182000,AUSTIN,USA,mid-size(1-5000),Retail,13,upper-mid,$150-200k,,,,,
AIJOB1298,Data Scientist,Data Science,2,associate's,182000,DUBAI,UAE,enterprise(3-5000),Media,3,upper-mid,$150-200k,,,,,
AIJOB1299,Data Engineer (Ai,Data Engineering,5,associate's,213000,CHICAGO,USA,big tech(9),Automotive,9,senior,$200-300k,,,,,
AIJOB1300,Data Scientist,Data Science,6,bachelor's,140000,TOKYO,JAPAN,big tech(1),Consulting,10,mid,$100-150k,,,,,
AIJOB1301,Ai Solutions Architect,Architecture,6,bootcamp/self-taught,246000,SAN FRANCISCO,USA,enterprise(1-5000),Automotive,11,senior,$200-300k,,,,,
AIJOB1302,Ai Product Manager,Product,6,bootcamp/self-taught,190000,SYDNEY,AUSTRALIA,enterprise(1-5000),Consulting,13,upper-mid,$150-200k,,,,,
AIJOB1303,Deep Learning Engineer,Ai Engineering,9,associate's,161000,PARIS,FRANCE,sme(3-500),Education,3,upper-mid,$150-200k,,,,,
AIJOB1304,Robotics Engineer (Ai,Robotics,8,associate's,155000,AMSTERDAM,NETHERLANDS,startup(1-50),Research,12,upper-mid,$150-200k,,,,,
AIJOB1305,Senior Ml Engineer,Ai Engineering,11,associate's,180000,AMSTERDAM,NETHERLANDS,sme(1-500),Automotive,16,upper-mid,$150-200k,,,,,
AIJOB1306,Robotics Engineer (Ai,Robotics,6,bachelor's,125000,BANGALORE,INDIA,enterprise(1-5000),Education,12,mid,$100-150k,,,,,
AIJOB1307,Senior Data Scientist,Data Science,9,master's,261600,NEW YORK,USA,sme(4-500),Automotive,4,senior,$200-300k,,,,,
AIJOB1308,Prompt Engineer,Ai Engineering,1,bootcamp/self-taught,129000,SEATTLE,USA,enterprise(1-5000),Healthcare,10,mid,$100-150k,,,,,
AIJOB1309,Robotics Engineer (Ai,Robotics,8,phd,125000,BEIJING,CHINA,enterprise(1-5000),Manufacturing,13,mid,$100-150k,,,,,
AIJOB1310,Ai Compliance Manager,Governance,10,bootcamp/self-taught,175000,LONDON,UK,enterprise(1-5000),Manufacturing,14,upper-mid,$150-200k,,,,,
AIJOB1311,Ai Compliance Manager,Governance,3,associate's,100000,LOS ANGELES,USA,sme(1-500),Research,10,entry,$100k,,,,,
AIJOB1312,Ai Agent Developer,Ai Engineering,3,phd,215000,AMSTERDAM,NETHERLANDS,mid-size(1-5000),Education,18,senior,$200-300k,,,,,
AIJOB1313,Ai Business Analyst,Business,8,bachelor's,96000,SINGAPORE,SINGAPORE,enterprise(1-5000),Research,16,entry,$100k,,,,,
AIJOB1314,Ai Ethics Officer,Governance,10,associate's,110000,ZURICH,SWITZERLAND,enterprise(8-5000),Healthcare,8,mid,$100-150k,,,,,
AIJOB1315,Ai Business Analyst,Business,7,phd,95000,SINGAPORE,SINGAPORE,startup(1-50),Research,12,entry,$100k,,,,,
AIJOB1316,Multimodal Ai Engineer,Ai Engineering,3,master's,360000,LONDON,UK,big tech(1),Government,11,elite,$300k,,,,,
AIJOB1317,Senior Ml Engineer,Ai Engineering,9,master's,246000,BERLIN,GERMANY,enterprise(1-5000),Research,10,senior,$200-300k,,,,,
AIJOB1318,Data Engineer (Ai,Data Engineering,8,bootcamp/self-taught,264000,SEATTLE,USA,big tech(9),Consulting,9,senior,$200-300k,,,,,
AIJOB1319,Ai Compliance Manager,Governance,8,phd,126000,TORONTO,CANADA,big tech(1),Research,16,mid,$100-150k,,,,,
AIJOB1320,Ai Product Manager,Product,10,bootcamp/self-taught,151000,SINGAPORE,SINGAPORE,big tech(1),Media,16,upper-mid,$150-200k,,,,,
AIJOB1321,Computer Vision Engineer,Ai Engineering,5,master's,199000,SYDNEY,AUSTRALIA,sme(5-500),Healthcare,5,upper-mid,$150-200k,,,,,
AIJOB1322,Mlops Engineer,Ml Operations,8,master's,130000,SYDNEY,AUSTRALIA,startup(1-50),Automotive,11,mid,$100-150k,,,,,
AIJOB1323,Data Scientist,Data Science,4,phd,234000,NEW YORK,USA,big tech(5),Manufacturing,5,senior,$200-300k,,,,,
